Date, Open, High, Low,Adj_ Close
2011-11-22,7375.34,7408.61,7316.84,7318.04
2011-10-22,7296.25,7405.09,7253.36,7375.34
2011-09-22,7306.14,7307.8,7263.46,7296.25
2011-08-22,7299.99,7313.46,7244.83,7306.14
2011-07-22,7334.84,7346.66,7288,7299.99
2011-04-22,7188.63,7376.23,7188.63,7334.84
2011-03-22,7144.14,7188.63,7076.47,7188.63
2011-02-22,7186.16,7205.07,7130.5,7144.14
2011-01-22,7094.53,7221.32,7094.53,7186.16
10/31/22,7047.67,7132.85,7030.12,7094.53
10/28/22,7073.69,7073.69,6997.54,7047.67
10/27/22,7056.07,7093.05,7034.24,7073.69
10/26/22,7013.48,7057.42,6960.11,7056.07
10/25/22,7013.99,7025.22,6949.24,7013.48
10/24/22,6969.73,7047.37,6914.66,7013.99
10/21/22,6943.91,6976.19,6864.13,6969.73
10/20/22,6924.99,6954.21,6894.85,6943.91
10/19/22,6936.74,6968.33,6890.66,6924.99
10/18/22,6920.24,7017.4,6920.24,6936.74
10/17/22,6858.79,6959.71,6850.43,6920.24
10/14/22,6850.27,6976.3,6850.27,6858.79
10/13/22,6826.15,6872.9,6707.62,6850.27
2010-12-22,6885.23,6916.94,6793.77,6826.15
2010-11-22,6959.31,6959.43,6860.31,6885.23
2010-10-22,6991.09,6999.2,6922.94,6959.31
2010-07-22,6997.27,7022.41,6960.36,6991.09
2010-06-22,7052.62,7079.74,6961.1,6997.27
2010-05-22,7086.46,7086.46,6977.95,7052.62
2010-04-22,6908.76,7088.17,6908.67,7086.46
2010-03-22,6893.81,6923.75,6797.37,6908.76
09/30/22,6881.59,6954.92,6840.07,6893.81
09/29/22,7005.39,7005.39,6829.29,6881.59
09/28/22,6984.59,7011.5,6836.28,7005.39
09/27/22,7020.95,7073.96,6984.59,6984.59
09/26/22,7018.6,7071.11,6937.4,7020.95
09/23/22,7159.52,7169.12,6981.5,7018.6
09/22/22,7237.64,7243.9,7149.59,7159.52
09/21/22,7192.66,7258.87,7170.69,7237.64
09/20/22,7236.68,7326.54,7171.24,7192.66
09/16/22,7282.07,7297.1,7236.17,7236.68
09/15/22,7277.3,7329,7258.67,7282.07
09/14/22,7385.86,7385.86,7259.24,7277.3
09/13/22,7473.03,7514.04,7385.86,7385.86
2009-12-22,7351.07,7483,7351.07,7473.03
2009-09-22,7262.06,7386.59,7262.06,7351.07
2009-08-22,7237.83,7273.01,7175.75,7262.06
2009-07-22,7300.44,7300.44,7186.56,7237.83
2009-06-22,7287.43,7324.19,7256.51,7300.44
2009-05-22,7281.19,7288.46,7191.17,7287.43
2009-02-22,7148.5,7288.72,7148.5,7281.19
2009-01-22,7284.15,7284.15,7131.69,7148.5
08/31/22,7361.63,7378.44,7263.62,7284.15
08/30/22,7427.31,7486.4,7351.12,7361.63
08/26/22,7479.74,7530.65,7422.02,7427.31
08/25/22,7471.51,7535.7,7469.17,7479.74
08/24/22,7488.11,7488.12,7410.4,7471.51
08/23/22,7533.79,7533.79,7467.56,7488.11
08/22/22,7550.37,7550.41,7491.26,7533.79
08/19/22,7541.85,7578.85,7513.26,7550.37
08/18/22,7515.75,7541.89,7493.66,7541.85
08/17/22,7536.06,7554.04,7501.54,7515.75
08/16/22,7509.15,7563.67,7509.15,7536.06
08/15/22,7500.89,7539.21,7463.51,7509.15
2008-12-22,7465.91,7516.83,7464.12,7500.89
2008-11-22,7507.11,7515,7460.11,7465.91
2008-10-22,7488.15,7520.72,7468.64,7507.11
2008-09-22,7482.37,7504.64,7475.04,7488.15
2008-08-22,7439.74,7513.76,7439.74,7482.37
2008-05-22,7448.06,7470.63,7420.16,7439.74
2008-04-22,7445.68,7491.74,7417.49,7448.06
2008-03-22,7409.11,7445.9,7372.71,7445.68
2008-02-22,7413.42,7433.34,7386.76,7409.11
2008-01-22,7450.24,7471.87,7408.94,7413.42
07/29/22,7345.25,7441.2,7345.25,7423.43
07/28/22,7348.23,7396.2,7308.99,7345.25
07/27/22,7306.28,7365.22,7306.28,7348.23
07/26/22,7306.3,7365.37,7301.19,7306.28
07/25/22,7276.37,7309.65,7242.9,7306.3
07/22/22,7270.51,7315.34,7254.02,7276.37
07/21/22,7264.31,7274.73,7200.14,7270.51
07/20/22,7296.28,7347.6,7253.56,7264.31
07/19/22,7223.24,7308.99,7174.4,7296.28
07/18/22,7159.01,7268.88,7159.01,7223.24
07/15/22,7039.81,7167.85,7038.15,7159.01
07/14/22,7156.37,7157.62,7007.09,7039.81
07/13/22,7209.86,7209.86,7104.06,7156.37
2007-12-22,7196.59,7216.9,7143.31,7209.86
2007-11-22,7196.24,7204.06,7097.42,7196.59
2007-08-22,7189.08,7210.58,7129.15,7196.24
2007-07-22,7107.77,7213.05,7107.77,7189.08
2007-06-22,7025.47,7198.72,7025.35,7107.77
2007-05-22,7232.65,7260.3,7016.78,7025.47
2007-04-22,7168.65,7258.46,7168.65,7232.65
2007-01-22,7169.28,7214.82,7101.38,7168.65
06/30/22,7312.32,7312.32,7110.7,7169.28
06/29/22,7323.41,7345.45,7263.54,7312.32
06/28/22,7258.32,7362.37,7258.32,7323.41
06/27/22,7208.81,7284.48,7208.52,7258.32
06/24/22,7020.45,7211.07,7016.02,7208.81
06/23/22,7089.22,7115.8,7014.19,7020.45
06/22/22,7152.05,7152.05,7030.03,7089.22
06/21/22,7121.81,7193.9,7119.25,7152.05
06/20/22,7016.25,7129.64,7016.15,7121.81
06/17/22,7044.98,7130.62,6998.17,7016.25
06/16/22,7273.41,7273.41,7039.47,7044.98
06/15/22,7187.46,7313.7,7186.5,7273.41
06/14/22,7205.81,7271.85,7135.15,7187.46
06/13/22,7317.52,7317.52,7174.02,7205.81
2006-10-22,7476.21,7476.21,7294.2,7317.52
2006-09-22,7593,7593,7472.29,7476.21
2006-08-22,7598.93,7616.22,7550.65,7593
2006-07-22,7608.22,7617.53,7570.67,7598.93
2006-06-22,7532.95,7646.66,7532.84,7608.22
2006-01-22,7607.66,7639.21,7529.23,7532.95
05/31/22,7600.06,7648.26,7591.84,7607.66
05/30/22,7585.46,7625.63,7576.37,7600.06
05/27/22,7564.92,7597.64,7542.78,7585.46
05/26/22,7522.75,7575.53,7512.45,7564.92
05/25/22,7484.35,7546.41,7484.35,7522.75
05/24/22,7513.44,7529.65,7434.46,7484.35
05/23/22,7389.98,7513.44,7389.98,7513.44
05/20/22,7302.74,7453.49,7302.74,7389.98
05/19/22,7438.09,7438.09,7228.67,7302.74
05/18/22,7518.35,7526.14,7438.09,7438.09
05/17/22,7464.8,7538.68,7464.8,7518.35
05/16/22,7418.15,7464.8,7361.72,7464.8
05/13/22,7233.34,7421.95,7233.34,7418.15
2005-12-22,7347.66,7347.66,7158.53,7233.34
2005-11-22,7243.22,7349.7,7238.97,7347.66
2005-10-22,7216.58,7311.65,7216.58,7243.22
2005-09-22,7387.94,7391.59,7216.58,7216.58
2005-06-22,7503.27,7503.27,7354.06,7387.94
2005-05-22,7493.45,7619.39,7493.45,7503.27
2005-04-22,7561.33,7572.65,7493.45,7493.45
2005-03-22,7544.55,7561.33,7475.69,7561.33
04/29/22,7509.19,7569.8,7509.19,7544.55
04/28/22,7425.61,7519.7,7425.61,7509.19
04/27/22,7386.19,7458.24,7344.89,7425.61
04/26/22,7380.54,7463.15,7380.54,7386.19
04/25/22,7521.68,7521.68,7339.53,7380.54
04/22/22,7627.95,7628.03,7521.68,7521.68
04/21/22,7629.22,7656.47,7596.29,7627.95
04/20/22,7601.28,7637.87,7590.62,7629.22
04/19/22,7616.38,7624.9,7565.81,7601.28
04/14/22,7580.8,7622.41,7551.39,7616.38
04/13/22,7576.66,7597.85,7550.94,7580.8
2004-12-22,7618.31,7618.31,7543.03,7576.66
2004-11-22,7669.56,7669.56,7611.68,7618.31
2004-08-22,7551.81,7669.56,7551.81,7669.56
2004-07-22,7587.7,7601.52,7537.25,7551.81
2004-06-22,7613.72,7614.13,7536.2,7587.7
2004-05-22,7558.92,7613.72,7536.21,7613.72
2004-04-22,7537.9,7574.33,7532.23,7558.92
2004-01-22,7515.68,7552.46,7508.92,7537.9
03/31/22,7578.75,7595.42,7515.68,7515.68
03/30/22,7537.25,7578.75,7523.82,7578.75
03/29/22,7473.14,7584.11,7473.14,7537.25
03/28/22,7483.35,7539.3,7471.47,7473.14
03/25/22,7467.38,7502.67,7441.28,7483.35
03/24/22,7460.63,7492,7453.25,7467.38
03/23/22,7476.72,7521.14,7459.36,7460.63
03/22/22,7442.39,7490.46,7442.39,7476.72
03/21/22,7404.73,7464.95,7402.6,7442.39
03/18/22,7385.34,7406.13,7318.9,7404.73
03/17/22,7291.68,7385.34,7260.51,7385.34
03/16/22,7175.7,7312.23,7175.7,7291.68
03/15/22,7193.47,7193.47,7075.82,7175.7
03/14/22,7155.64,7222.87,7143.95,7193.47
2003-11-22,7099.09,7260.4,7099.03,7155.64
2003-10-22,7190.72,7192.75,7065.96,7099.09
2003-09-22,6964.11,7190.72,6964.11,7190.72
2003-08-22,6959.48,7013.51,6893.55,6964.11
2003-07-22,6987.14,7030.74,6787.98,6959.48
2003-04-22,7238.85,7238.85,6980.86,6987.14
2003-03-22,7429.56,7468.83,7231.51,7238.85
2003-02-22,7330.2,7462.22,7320.77,7429.56
2003-01-22,7458.25,7499.33,7327.79,7330.2
02/28/22,7489.46,7489.46,7361.59,7458.25
02/25/22,7207.38,7497.94,7207.38,7489.46
02/24/22,7498.18,7498.18,7204.74,7207.38
02/23/22,7494.21,7549.98,7490.54,7498.18
02/22/22,7484.33,7531.32,7365.04,7494.21
02/21/22,7513.62,7571.07,7446.43,7484.33
02/18/22,7537.37,7570.56,7508.73,7513.62
02/17/22,7603.78,7607.24,7499.86,7537.37
02/16/22,7608.92,7630.72,7560.94,7603.78
02/15/22,7531.59,7608.92,7513.16,7608.92
02/14/22,7661.02,7661.02,7483.36,7531.59
2002-11-22,7672.4,7672.4,7596.11,7661.02
2002-10-22,7643.42,7687.27,7622.74,7672.4
2002-09-22,7567.07,7657.93,7567.07,7643.42
2002-08-22,7573.47,7631.31,7548.19,7567.07
2002-07-22,7516.4,7591.65,7508.48,7573.47
2002-04-22,7528.84,7599.73,7497.21,7516.4
2002-03-22,7583,7605.75,7528.69,7528.84
2002-02-22,7535.78,7605.64,7535.78,7583
2002-01-22,7464.37,7549.29,7463.01,7535.78
01/31/22,7466.07,7523.95,7450.89,7464.37
01/28/22,7554.31,7554.31,7420.2,7466.07
01/27/22,7469.78,7596.7,7388.8,7554.31
01/26/22,7371.46,7525.58,7371.46,7469.78
01/25/22,7297.15,7382.6,7297.15,7371.46
01/24/22,7494.13,7494.13,7283.38,7297.15
01/21/22,7585.01,7585.01,7450.49,7494.13
01/20/22,7589.66,7619.01,7549.87,7585.01
01/19/22,7563.55,7614.93,7525.15,7589.66
01/18/22,7611.23,7613.05,7531.96,7563.55
01/17/22,7542.95,7616.06,7542.95,7611.23
01/14/22,7563.85,7568.16,7523.02,7542.95
01/13/22,7551.72,7566.46,7530.12,7563.85
2001-12-22,7491.37,7564.2,7491.37,7551.72
2001-11-22,7445.25,7497.12,7445.25,7491.37
2001-10-22,7485.28,7496.12,7422.94,7445.25
2001-07-22,7450.37,7485.28,7431.86,7485.28
2001-06-22,7516.87,7516.87,7419.95,7450.37
2001-05-22,7505.15,7529.97,7484.28,7516.87
2001-04-22,7384.54,7520.79,7384.54,7505.15
12/31/21,7403.01,7403.01,7357.1,7384.54
12/30/21,7420.69,7433.39,7403.01,7403.01
12/29/21,7372.1,7457.14,7372.1,7420.69
12/28/21,7372.1,7372.1,7372.1,7372.1
12/27/21,7372.1,7372.1,7372.1,7372.1
12/24/21,7373.34,7403.65,7368.83,7372.1
12/23/21,7341.66,7385.42,7331.05,7373.34
12/22/21,7297.41,7341.66,7273.45,7341.66
12/21/21,7198.03,7297.41,7198.03,7297.41
12/20/21,7269.92,7269.92,7101.04,7198.03
12/17/21,7260.61,7286.5,7236.17,7269.92
12/16/21,7170.75,7273.34,7170.75,7260.61
12/15/21,7218.64,7224.85,7166.83,7170.75
12/14/21,7231.44,7284.47,7218.64,7218.64
12/13/21,7291.78,7309.23,7226.63,7231.44
2012-10-21,7321.26,7331.58,7284.82,7291.78
2012-09-21,7337.05,7366.1,7302.96,7321.26
2012-08-21,7339.9,7378.92,7333.56,7337.05
2012-07-21,7232.28,7344.69,7232.28,7339.9
2012-06-21,7122.32,7246.25,7122.32,7232.28
2012-03-21,7129.21,7196.05,7105.29,7122.32
2012-02-21,7168.68,7168.68,7083.21,7129.21
2012-01-21,7059.45,7182.01,7059.35,7168.68
11/30/21,7109.95,7109.95,6989.66,7059.45
11/29/21,7044.03,7161.91,7044.03,7109.95
11/26/21,7310.37,7310.37,7042.12,7044.03
11/25/21,7286.32,7311.94,7286.32,7310.37
11/24/21,7266.69,7307.89,7245.98,7286.32
11/23/21,7255.46,7293.07,7204.37,7266.69
11/22/21,7223.57,7272.63,7207.81,7255.46
11/19/21,7255.96,7289.51,7198.76,7223.57
11/18/21,7291.2,7291.26,7241.99,7255.96
11/17/21,7326.97,7326.97,7289.98,7291.2
11/16/21,7351.86,7368.25,7324.13,7326.97
11/15/21,7347.91,7363.48,7324.11,7351.86
2011-12-21,7384.18,7402.68,7340.49,7347.91
2011-11-21,7340.15,7394.41,7329.68,7384.18
2011-10-21,7274.04,7340.15,7270.11,7340.15
2011-09-21,7300.4,7314.13,7268.79,7274.04
2011-08-21,7303.96,7316.54,7293.5,7300.4
2011-05-21,7279.91,7331.25,7270.03,7303.96
2011-04-21,7248.89,7292.96,7247.59,7279.91
2011-03-21,7274.81,7277.64,7235.32,7248.89
2011-02-21,7288.62,7288.62,7240.02,7274.81
2011-01-21,7237.57,7303.39,7237.57,7288.62
10/29/21,7249.47,7249.47,7192.05,7237.57
10/28/21,7253.27,7257.85,7219.71,7249.47
10/27/21,7277.62,7280.45,7247.25,7253.27
10/26/21,7222.82,7281.17,7222.82,7277.62
10/25/21,7204.55,7247.53,7204.55,7222.82
10/22/21,7190.3,7235.19,7190.3,7204.55
10/21/21,7223.1,7227.06,7181.7,7190.3
10/20/21,7217.53,7229.26,7199.29,7223.1
10/19/21,7203.83,7223.29,7189.5,7217.53
10/18/21,7234.03,7234.03,7180.2,7203.83
10/15/21,7207.71,7243.85,7206.26,7234.03
10/14/21,7141.82,7216.15,7141.82,7207.71
10/13/21,7130.23,7152.87,7087.93,7141.82
2010-12-21,7146.85,7146.85,7063.43,7130.23
2010-11-21,7095.55,7146.85,7085.85,7146.85
2010-08-21,7078.04,7109.34,7070.53,7095.55
2010-07-21,6995.87,7094.93,6995.87,7078.04
2010-06-21,7077.1,7077.1,6945.5,6995.87
2010-05-21,7011.01,7084.52,7011.01,7077.1
2010-04-21,7027.07,7072.48,7002.72,7011.01
2010-01-21,7086.42,7086.42,6989.64,7027.07
09/30/21,7108.16,7159.61,7072.57,7086.42
09/29/21,7028.1,7117.52,7026.85,7108.16
09/28/21,7063.4,7071.36,7015.58,7028.1
09/27/21,7051.48,7122.09,7043.21,7063.4
09/24/21,7078.35,7080.23,7041.34,7051.48
09/23/21,7083.37,7131.43,7070.68,7078.35
09/22/21,6980.98,7090.48,6980.98,7083.37
09/21/21,6903.91,7004.88,6903.91,6980.98
09/20/21,6963.64,6963.64,6828.28,6903.91
09/17/21,7027.48,7092.69,6941.69,6963.64
09/16/21,7016.49,7058.99,7016.32,7027.48
09/15/21,7034.06,7047.27,7016.49,7016.49
09/14/21,7068.43,7068.45,7020.1,7034.06
09/13/21,7029.2,7090.81,7029.2,7068.43
2009-10-21,7024.21,7055.22,7014.42,7029.2
2009-09-21,7095.53,7095.53,6998.62,7024.21
2009-08-21,7149.37,7149.37,7061.13,7095.53
2009-07-21,7187.18,7187.18,7147.94,7149.37
2009-06-21,7138.35,7195.62,7138.35,7187.18
2009-03-21,7163.9,7182.23,7123.87,7138.35
2009-02-21,7149.84,7168.78,7129.71,7163.9
2009-01-21,7119.7,7187.34,7119.7,7149.84
08/31/21,7148.01,7160.49,7092.03,7119.7
08/27/21,7124.98,7157.6,7108.53,7148.01
08/26/21,7150.12,7150.12,7095.43,7124.98
08/25/21,7125.78,7151.75,7121.29,7150.12
08/24/21,7109.02,7129.66,7076.06,7125.78
08/23/21,7087.9,7147.8,7087.9,7109.02
08/20/21,7058.86,7095.61,7032.45,7087.9
08/19/21,7169.32,7169.32,6993.06,7058.86
08/18/21,7181.11,7198.79,7143.55,7169.32
08/17/21,7153.98,7188.55,7118.67,7181.11
08/16/21,7218.71,7218.71,7117.78,7153.98
08/13/21,7193.23,7224.46,7193.13,7218.71
2008-12-21,7220.14,7220.7,7182.92,7193.23
2008-11-21,7161.04,7220.14,7157.74,7220.14
2008-10-21,7132.3,7166.67,7115.87,7161.04
2008-09-21,7122.95,7138.8,7089.74,7132.3
2008-06-21,7120.43,7135.39,7103.71,7122.95
2008-05-21,7123.86,7130.35,7099.03,7120.43
2008-04-21,7105.72,7142.54,7105.72,7123.86
2008-03-21,7081.72,7119.19,7074.32,7105.72
2008-02-21,7032.3,7111.66,7032.3,7081.72
07/30/21,7078.42,7078.42,6996.93,7032.3
07/29/21,7016.63,7093.93,7008.65,7078.42
07/28/21,6996.08,7023.35,6974.8,7016.63
07/27/21,7025.43,7028.37,6929.64,6996.08
07/26/21,7027.58,7038.65,6980.67,7025.43
07/23/21,6968.3,7033.27,6968.3,7027.58
07/22/21,6998.28,7018.95,6956.24,6968.3
07/21/21,6881.13,7007.75,6881.13,6998.28
07/20/21,6844.39,6929.89,6827.26,6881.13
07/19/21,7008.09,7008.09,6813.03,6844.39
07/16/21,7012.02,7056.73,6978.06,7008.09
07/15/21,7091.19,7111.77,7005.02,7012.02
07/14/21,7124.72,7124.72,7073.59,7091.19
07/13/21,7125.42,7152.44,7116.26,7124.72
2007-12-21,7121.88,7134.87,7066.2,7125.42
2007-09-21,7030.66,7121.88,7030.22,7121.88
2007-08-21,7151.02,7151.02,6981.57,7030.66
2007-07-21,7100.88,7153.68,7100.88,7151.02
2007-06-21,7164.91,7170.6,7075.73,7100.88
2007-05-21,7123.27,7168.03,7111.51,7164.91
2007-02-21,7125.16,7162.16,7110.3,7123.27
2007-01-21,7037.47,7134.21,7037.47,7125.16
06/30/21,7087.55,7100.71,7010.57,7037.47
06/29/21,7072.97,7120.77,7071.86,7087.55
06/28/21,7136.07,7136.22,7071.95,7072.97
06/25/21,7109.97,7139.08,7109.79,7136.07
06/24/21,7074.06,7119.41,7070.9,7109.97
06/23/21,7090.01,7129.4,7074.06,7074.06
06/22/21,7062.29,7098.67,7061.13,7090.01
06/21/21,7017.47,7065.05,6948.63,7062.29
06/18/21,7153.43,7154.63,7008.74,7017.47
06/17/21,7184.95,7184.95,7132.96,7153.43
06/16/21,7172.48,7217.54,7169.21,7184.95
06/15/21,7146.68,7189.63,7142.71,7172.48
06/14/21,7134.06,7188.26,7131.79,7146.68
2006-11-21,7088.18,7140.7,7088.18,7134.06
2006-10-21,7081.01,7117.74,7080.02,7088.18
2006-09-21,7095.09,7095.72,7046.02,7081.01
2006-08-21,7077.22,7120.73,7074.94,7095.09
2006-07-21,7069.04,7098.31,7042.19,7077.22
2006-04-21,7064.35,7071.81,7039.74,7069.04
2006-03-21,7108,7108.04,7013.85,7064.35
2006-02-21,7080.46,7122.54,7074.06,7108
2006-01-21,7022.61,7118.03,7022.61,7080.46
05/28/21,7019.67,7054.91,7019.58,7022.61
05/27/21,7026.93,7044.01,7008.53,7019.67
05/26/21,7029.79,7050.88,6998.19,7026.93
05/25/21,7051.59,7067.6,7029.79,7029.79
05/24/21,7018.05,7054.63,7013.51,7051.59
05/21/21,7019.79,7028.17,6973.31,7018.05
05/20/21,6950.2,7019.79,6926.85,7019.79
05/19/21,7034.24,7034.24,6897.06,6950.2
05/18/21,7032.85,7102.57,7030.37,7034.24
05/17/21,7043.61,7066.76,6989.11,7032.85
05/14/21,6963.33,7048.67,6963.33,7043.61
05/13/21,7004.63,7004.63,6823.6,6963.33
2005-12-21,6947.99,7028.1,6945.33,7004.63
2005-11-21,7123.68,7123.68,6912.36,6947.99
2005-10-21,7129.71,7164.18,7104.4,7123.68
2005-07-21,7076.17,7143.46,7076.17,7129.71
2005-06-21,7039.3,7076.17,7026.75,7076.17
2005-05-21,6923.17,7047.75,6923.17,7039.3
2005-04-21,6969.81,7034.26,6912.28,6923.17
04/30/21,6961.48,7009.47,6946.04,6969.81
04/29/21,6963.67,7019.76,6953.87,6961.48
04/28/21,6944.97,6986.7,6944.06,6963.67
04/27/21,6963.12,6975.07,6929.77,6944.97
04/26/21,6938.56,6971.52,6913.39,6963.12
04/23/21,6938.24,6938.56,6891.75,6938.56
04/22/21,6895.29,6941.11,6889.32,6938.24
04/21/21,6859.87,6914.88,6859.61,6895.29
04/20/21,7000.08,7001.27,6857.07,6859.87
04/19/21,7019.53,7040.26,6979.23,7000.08
04/16/21,6983.5,7037.65,6983.5,7019.53
04/15/21,6939.58,6994.9,6939.26,6983.5
04/14/21,6890.49,6942.33,6880.67,6939.58
04/13/21,6889.12,6895.13,6859.72,6890.49
2004-12-21,6915.75,6916.08,6853.75,6889.12
2004-09-21,6942.22,6949.56,6906.37,6915.75
2004-08-21,6885.32,6942.22,6884.79,6942.22
2004-07-21,6823.55,6898.38,6823.55,6885.32
2004-06-21,6737.3,6843.73,6737.3,6823.55
2004-05-21,6713.63,6766.52,6713.63,6737.3
2004-02-21,6713.63,6766.52,6713.63,6737.3
2004-01-21,6713.63,6766.52,6713.63,6737.3
03/31/21,6772.12,6775.67,6713.63,6713.63
03/30/21,6736.17,6792.23,6729.46,6772.12
03/29/21,6740.59,6758.78,6705.42,6736.17
03/26/21,6674.83,6742.14,6674.83,6740.59
03/25/21,6712.89,6729.92,6618.61,6674.83
03/24/21,6699.19,6722.61,6649.37,6712.89
03/23/21,6726.1,6726.1,6664.76,6699.19
03/22/21,6708.71,6732.67,6650.96,6726.1
03/19/21,6779.68,6779.68,6664.56,6708.71
03/18/21,6762.67,6791.76,6740.53,6779.68
03/17/21,6803.61,6805.73,6753.82,6762.67
03/16/21,6749.7,6812.78,6749.64,6803.61
03/15/21,6761.47,6804.91,6723.67,6749.7
2003-12-21,6736.96,6766.44,6709,6761.47
2003-11-21,6725.6,6755.32,6699.34,6736.96
2003-10-21,6730.34,6740.77,6677.02,6725.6
2003-09-21,6719.13,6786.8,6689.9,6730.34
2003-08-21,6630.52,6726.4,6612.74,6719.13
2003-05-21,6650.88,6710.8,6560.79,6630.52
2003-04-21,6675.47,6675.47,6581.19,6650.88
2003-03-21,6613.75,6705.3,6613.75,6675.47
2003-02-21,6588.53,6660.82,6560.91,6613.75
2003-01-21,6483.43,6612.74,6483.43,6588.53
02/26/21,6651.96,6651.96,6465.57,6483.43
02/25/21,6658.97,6702.88,6644.68,6651.96
02/24/21,6625.94,6669.86,6572.28,6658.97
02/23/21,6612.24,6675.42,6555.88,6625.94
02/22/21,6624.02,6624.71,6545.93,6612.24
02/19/21,6617.15,6646.16,6600.59,6624.02
02/18/21,6710.9,6721.76,6591.43,6617.15
02/17/21,6748.86,6760.29,6701.59,6710.9
02/16/21,6756.11,6799.92,6736.85,6748.86
02/15/21,6589.79,6775.37,6589.79,6756.11
2002-12-21,6528.72,6589.79,6485.13,6589.79
2002-11-21,6524.36,6554.15,6514.92,6528.72
2002-10-21,6531.56,6577,6481.02,6524.36
2002-09-21,6523.53,6540.97,6501.02,6531.56
2002-08-21,6489.33,6567.7,6489.33,6523.53
