Date,Open,High,Low,Adj_Close
2021-06-02,"2,479.90","2,484.80","2,469.20","2,480.70"
2021-06-01,"2,472.10","2,499.00","2,471.60","2,476.30"
2021-05-31,"2,460.90","2,471.60","2,458.70","2,461.80"
2021-05-28,"2,451.30","2,463.10","2,448.70","2,461.80"
2021-05-27,"2,417.10","2,455.00","2,416.80","2,449.10"
2021-05-26,"2,437.90","2,443.80","2,412.90","2,421.50"
2021-05-25,"2,438.60","2,444.70","2,432.50","2,434.40"
2021-05-24,"2,433.00","2,441.80","2,424.20","2,433.50"
2021-05-21,"2,402.90","2,423.20","2,397.30","2,422.70"
2021-05-20,"2,385.10","2,396.30","2,365.50","2,396.30"
2021-05-19,"2,387.00","2,402.40","2,352.30","2,375.30"
2021-05-18,"2,430.10","2,435.40","2,406.80","2,413.90"
2021-05-17,"2,411.50","2,417.80","2,396.80","2,411.00"
2021-05-14,"2,388.00","2,402.20","2,368.90","2,401.70"
2021-05-13,"2,342.80","2,382.60","2,316.10","2,373.10"
2021-05-12,"2,370.40","2,379.70","2,351.30","2,371.40"
2021-05-11,"2,385.60","2,387.20","2,352.60","2,366.00"
2021-05-10,"2,397.60","2,406.60","2,390.40","2,404.60"
2021-05-07,"2,388.00","2,389.00","2,367.40","2,386.80"
2021-05-06,"2,378.90","2,392.90","2,362.60","2,376.20"
2021-05-05,"2,343.20","2,372.30","2,336.20","2,371.40"
2021-05-04,"2,370.40","2,377.20","2,320.50","2,323.70"
2021-05-03,"2,343.70","2,372.30","2,341.10","2,367.40"
2021-04-30,"2,357.20","2,364.50","2,333.90","2,339.60"
2021-04-29,"2,377.20","2,379.70","2,340.60","2,352.60"
2021-04-28,"2,376.80","2,379.20","2,361.10","2,369.90"
2021-04-27,"2,372.80","2,378.70","2,359.60","2,372.10"
2021-04-26,"2,364.00","2,379.70","2,356.90","2,376.00"
2021-04-23,"2,358.20","2,364.80","2,347.90","2,364.00"
2021-04-22,"2,350.10","2,367.00","2,343.00","2,364.50"
2021-04-21,"2,346.90","2,352.30","2,317.60","2,340.80"
2021-04-20,"2,393.60","2,397.30","2,328.30","2,332.70"
2021-04-19,"2,397.80","2,404.60","2,389.40","2,392.40"
2021-04-16,"2,374.30","2,398.50","2,373.30","2,395.80"
2021-04-15,"2,380.20","2,384.60","2,367.90","2,374.80"
2021-04-14,"2,382.60","2,383.60","2,364.50","2,377.70"
2021-04-13,"2,371.10","2,384.60","2,367.00","2,379.70"
2021-04-12,"2,362.10","2,378.20","2,356.90","2,365.80"
2021-04-09,"2,382.40","2,388.00","2,364.00","2,365.00"
2021-04-08,"2,405.60","2,407.60","2,373.80","2,379.70"
2021-04-07,"2,395.80","2,403.20","2,380.70","2,391.90"
2021-04-06,"2,412.90","2,414.90","2,394.30","2,396.80"
2021-04-01,"2,392.40","2,396.30","2,386.10","2,391.90"
2021-03-31,"2,388.00","2,398.30","2,384.30","2,385.80"
2021-03-30,"2,374.80","2,391.40","2,367.90","2,385.10"
2021-03-29,"2,364.00","2,369.40","2,354.00","2,363.60"
2021-03-26,"2,359.90","2,364.00","2,347.90","2,360.80"
2021-03-25,"2,336.40","2,347.40","2,321.00","2,343.50"
2021-03-24,"2,315.80","2,342.80","2,313.70","2,341.50"
2021-03-23,"2,342.00","2,342.00","2,323.90","2,333.20"
2021-03-22,"2,325.70","2,349.30","2,324.40","2,348.60"
2021-03-19,"2,328.10","2,357.70","2,324.90","2,340.10"
2021-03-18,"2,362.30","2,366.70","2,346.20","2,356.40"
2021-03-17,"2,350.60","2,355.90","2,341.50","2,350.80"
2021-03-16,"2,346.40","2,352.30","2,339.80","2,346.90"
2021-03-15,"2,345.20","2,363.80","2,326.60","2,334.90"
2021-03-12,"2,355.20","2,365.20","2,349.30","2,359.20"
2021-03-11,"2,351.30","2,369.40","2,350.80","2,360.60"
2021-03-10,"2,325.40","2,344.00","2,321.50","2,340.10"
2021-03-09,"2,318.10","2,335.20","2,311.70","2,330.50"
2021-03-08,"2,265.70","2,322.00","2,255.70","2,316.10"
2021-03-05,"2,244.40","2,277.40","2,236.60","2,246.20"
2021-03-04,"2,245.70","2,268.20","2,229.10","2,258.40"
2021-03-03,"2,271.10","2,283.80","2,231.50","2,254.20"
2021-03-02,"2,263.00","2,281.40","2,255.90","2,257.90"
2021-03-01,"2,259.10","2,275.50","2,255.90","2,274.10"
2021-02-26,"2,223.90","2,251.10","2,217.30","2,233.40"
2021-02-25,"2,276.20","2,279.70","2,254.00","2,255.40"
2021-02-24,"2,241.30","2,262.10","2,235.40","2,258.90"
2021-02-23,"2,255.40","2,265.70","2,211.70","2,241.50"
2021-02-22,"2,244.70","2,253.00","2,232.90","2,249.10"
2021-02-19,"2,246.70","2,267.20","2,233.40","2,261.30"
2021-02-18,"2,267.70","2,275.50","2,236.40","2,241.50"
2021-02-17,"2,285.10","2,293.10","2,259.80","2,264.80"
2021-02-16,"2,306.80","2,310.50","2,289.70","2,292.40"
2021-02-15,"2,308.30","2,312.70","2,303.90","2,307.60"
2021-02-12,"2,273.80","2,289.40","2,254.50","2,289.20"
2021-02-11,"2,277.40","2,284.80","2,273.10","2,278.90"
2021-02-10,"2,286.00","2,288.70","2,261.30","2,274.10"
2021-02-09,"2,289.70","2,292.60","2,273.30","2,278.90"
2021-02-08,"2,276.00","2,299.00","2,271.10","2,291.70"
2021-02-05,"2,243.70","2,276.00","2,242.50","2,257.40"
2021-02-04,"2,202.60","2,245.20","2,197.80","2,238.80"
2021-02-03,"2,223.20","2,224.90","2,195.30","2,202.20"
2021-02-02,"2,145.90","2,164.20","2,145.20","2,155.70"
2021-02-01,"2,123.90","2,138.10","2,111.70","2,130.20"
2021-01-29,"2,110.90","2,128.30","2,102.40","2,105.80"
2021-01-28,"2,098.40","2,143.90","2,081.80","2,139.30"
2021-01-27,"2,139.80","2,147.80","2,092.60","2,116.60"
2021-01-26,"2,121.40","2,154.20","2,115.60","2,148.60"
2021-01-25,"2,170.60","2,173.10","2,116.10","2,123.40"
2021-01-22,"2,170.10","2,173.10","2,140.50","2,157.40"
2021-01-21,"2,227.10","2,229.50","2,188.90","2,189.20"
2021-01-20,"2,203.10","2,212.90","2,196.80","2,211.70"
2021-01-19,"2,211.40","2,211.70","2,189.70","2,191.40"
2021-01-18,"2,176.50","2,198.70","2,173.50","2,197.20"
2021-01-15,"2,203.80","2,215.30","2,164.70","2,179.70"
2021-01-14,"2,212.70","2,228.10","2,205.80","2,207.00"
2021-01-13,"2,204.30","2,221.70","2,198.00","2,215.10"
2021-01-12,"2,217.80","2,221.40","2,196.30","2,204.10"
2021-01-11,"2,213.20","2,220.50","2,190.90","2,212.20"
2021-01-08,"2,238.10","2,240.80","2,209.50","2,217.30"
2021-01-07,"2,223.70","2,223.70","2,203.10","2,215.80"
2021-01-06,"2,166.90","2,219.80","2,162.50","2,213.90"
2021-01-05,"2,165.90","2,176.20","2,151.30","2,160.60"
2021-01-04,"2,180.90","2,190.20","2,163.20","2,173.10"
2020-12-30,"2,169.40","2,175.20","2,161.60","2,165.00"
2020-12-29,"2,178.20","2,179.40","2,160.60","2,166.90"
2020-12-28,"2,171.10","2,175.50","2,165.40","2,169.60"
2020-12-23,"2,136.80","2,156.70","2,132.20","2,153.70"
2020-12-22,"2,091.80","2,126.30","2,091.80","2,124.90"
2020-12-21,"2,086.00","2,104.80","2,049.60","2,082.80"
2020-12-18,"2,133.20","2,155.70","2,132.70","2,138.30"
2020-12-17,"2,150.10","2,155.70","2,142.50","2,142.70"
2020-12-16,"2,142.20","2,159.80","2,131.00","2,138.80"
2020-12-15,"2,113.40","2,139.10","2,113.20","2,135.90"
2020-12-14,"2,128.80","2,142.50","2,118.00","2,118.80"
2020-12-11,"2,139.30","2,142.00","2,109.70","2,121.40"
2020-12-10,"2,154.90","2,160.60","2,126.80","2,144.20"
2020-12-09,"2,175.00","2,176.70","2,147.10","2,148.30"
2020-12-08,"2,156.70","2,162.00","2,141.80","2,156.40"
2020-12-07,"2,166.70","2,166.70","2,148.10","2,162.50"
2020-12-04,"2,155.90","2,171.10","2,154.90","2,169.40"
2020-12-03,"2,154.70","2,155.70","2,141.50","2,152.50"
2020-12-02,"2,150.30","2,154.90","2,130.00","2,148.30"
2020-12-01,"2,163.50","2,170.30","2,152.80","2,161.80"
2020-11-30,"2,173.80","2,186.50","2,154.90","2,157.20"
2020-11-27,"2,169.60","2,189.40","2,168.70","2,186.20"
2020-11-26,"2,186.00","2,188.90","2,171.80","2,171.80"
2020-11-25,"2,180.10","2,185.30","2,157.20","2,180.60"
2020-11-24,"2,156.40","2,165.90","2,146.90","2,164.50"
2020-11-23,"2,138.10","2,151.00","2,122.20","2,122.70"
2020-11-20,"2,102.10","2,127.30","2,101.40","2,120.90"
2020-11-19,"2,102.80","2,118.50","2,093.60","2,104.80"
2020-11-18,"2,091.60","2,116.60","2,087.90","2,112.70"
2020-11-17,"2,084.00","2,100.40","2,076.20","2,095.50"
2020-11-16,"2,064.20","2,095.00","2,053.00","2,083.30"
2020-11-13,"2,028.00","2,049.10","2,024.30","2,043.00"
2020-11-12,"2,033.20","2,048.10","2,023.60","2,034.90"
2020-11-11,"2,048.80","2,056.40","2,033.40","2,050.00"
2020-11-10,"2,029.70","2,044.70","2,011.20","2,037.30"
2020-11-09,"1,953.50","2,047.80","1,948.00","2,025.60"
2020-11-06,"1,921.90","1,935.60","1,901.80","1,922.10"
2020-11-05,"1,903.80","1,932.20","1,902.30","1,926.30"
2020-11-04,"1,821.40","1,893.30","1,812.60","1,888.90"
2020-11-03,"1,807.70","1,852.50","1,805.50","1,851.50"
2020-11-02,"1,751.50","1,795.70","1,736.50","1,794.20"
2020-10-30,"1,725.00","1,754.10","1,722.60","1,749.70"
2020-10-29,"1,755.80","1,762.90","1,719.40","1,742.40"
2020-10-28,"1,786.40","1,788.80","1,739.50","1,746.80"
2020-10-27,"1,849.00","1,852.70","1,817.70","1,819.20"
2020-10-26,"1,851.00","1,873.00","1,844.60","1,846.60"
2020-10-23,"1,862.20","1,889.10","1,860.30","1,881.30"
2020-10-22,"1,845.60","1,869.50","1,837.50","1,858.80"
2020-10-21,"1,901.30","1,901.30","1,859.30","1,860.30"
2020-10-20,"1,884.70","1,908.70","1,876.90","1,899.90"
2020-10-19,"1,904.80","1,910.40","1,883.00","1,889.80"
2020-10-16,"1,872.00","1,897.90","1,856.30","1,890.10"
2020-10-15,"1,888.90","1,888.90","1,848.00","1,860.30"
2020-10-14,"1,909.40","1,925.30","1,902.80","1,912.10"
2020-10-13,"1,923.80","1,924.10","1,900.40","1,908.50"
2020-10-12,"1,915.50","1,927.80","1,907.70","1,922.40"
2020-10-09,"1,910.40","1,919.90","1,898.90","1,911.40"
2020-10-08,"1,904.50","1,914.50","1,897.70","1,910.20"
2020-10-07,"1,886.90","1,898.90","1,886.20","1,895.50"
2020-10-06,"1,886.00","1,903.80","1,871.30","1,894.20"
2020-10-05,"1,876.70","1,879.30","1,861.20","1,877.60"
2020-10-02,"1,835.60","1,859.30","1,834.60","1,858.50"
2020-10-01,"1,870.00","1,879.30","1,849.00","1,859.00"
2020-09-30,"1,842.20","1,867.30","1,842.20","1,854.20"
2020-09-29,"1,862.20","1,875.00","1,852.20","1,860.50"
2020-09-28,"1,846.30","1,870.50","1,841.70","1,867.60"
2020-09-25,"1,841.00","1,846.60","1,807.20","1,822.30"
2020-09-24,"1,820.70","1,862.50","1,819.90","1,843.90"
2020-09-23,"1,858.80","1,875.00","1,843.90","1,843.90"
2020-09-22,"1,847.00","1,860.30","1,832.40","1,842.90"
2020-09-21,"1,890.60","1,895.00","1,830.00","1,831.90"
2020-09-18,"1,917.00","1,928.50","1,900.40","1,901.80"
2020-09-17,"1,915.00","1,930.70","1,913.80","1,923.30"
2020-09-16,"1,947.30","1,952.70","1,930.00","1,945.10"
2020-09-15,"1,937.00","1,953.70","1,921.20","1,946.10"
2020-09-14,"1,946.10","1,946.10","1,922.40","1,929.80"
2020-09-11,"1,932.70","1,943.90","1,926.30","1,939.20"
2020-09-10,"1,932.20","1,953.70","1,925.30","1,937.80"
2020-09-09,"1,897.90","1,935.80","1,894.00","1,933.90"
2020-09-08,"1,935.30","1,935.80","1,877.20","1,894.80"
2020-09-07,"1,911.40","1,932.20","1,904.30","1,929.70"
2020-09-04,"1,903.50","1,935.10","1,882.50","1,896.20"
2020-09-03,"1,958.30","1,969.80","1,902.80","1,911.90"
2020-09-02,"1,928.20","1,960.00","1,926.00","1,940.50"
2020-09-01,"1,933.20","1,942.90","1,899.90","1,916.30"
2020-08-31,"1,953.50","1,964.00","1,915.00","1,919.50"
2020-08-28,"1,952.20","1,954.70","1,924.30","1,940.00"
2020-08-27,"1,967.40","1,967.40","1,942.00","1,942.40"
2020-08-26,"1,949.30","1,968.80","1,948.50","1,968.60"
2020-08-25,"1,979.80","1,987.90","1,959.50","1,959.50"
2020-08-24,"1,946.30","1,968.80","1,944.40","1,966.40"
2020-08-21,"1,941.00","1,942.20","1,903.80","1,925.50"
2020-08-20,"1,938.50","1,948.00","1,927.50","1,933.60"
2020-08-19,"1,935.80","1,960.50","1,929.20","1,960.00"
2020-08-18,"1,936.60","1,971.30","1,927.30","1,940.50"
2020-08-17,"1,963.70","1,967.60","1,940.50","1,951.20"
2020-08-14,"1,972.00","1,972.00","1,937.00","1,958.10"
2020-08-13,"1,990.60","2,001.60","1,979.60","1,981.10"
2020-08-12,"1,970.30","2,000.60","1,970.10","1,996.50"
2020-08-11,"1,942.00","1,984.50","1,942.00","1,975.50"
2020-08-10,"1,910.20","1,923.10","1,900.80","1,920.40"
2020-08-07,"1,905.80","1,912.60","1,880.80","1,907.00"
2020-08-06,"1,924.30","1,939.00","1,890.10","1,903.00"
2020-08-05,"1,930.20","1,944.90","1,919.50","1,929.50"
2020-08-04,"1,909.90","1,921.40","1,893.00","1,916.00"
2020-08-03,"1,867.80","1,896.70","1,852.00","1,893.00"
2020-07-31,"1,894.00","1,909.70","1,865.70","1,867.10"
2020-07-30,"1,950.00","1,951.70","1,867.60","1,879.80"
2020-07-29,"1,947.10","1,952.50","1,927.80","1,942.00"
2020-07-28,"1,957.60","1,966.40","1,924.80","1,946.10"
2020-07-27,"1,956.80","1,971.00","1,945.60","1,956.60"
2020-07-24,"1,976.20","1,978.40","1,950.50","1,962.20"
2020-07-23,"2,017.30","2,022.20","1,989.90","1,999.40"
2020-07-22,"2,020.50","2,032.90","2,004.30","2,012.10"
2020-07-21,"2,039.30","2,066.20","2,021.70","2,025.10"
2020-07-20,"1,988.70","2,021.70","1,976.20","2,015.80"
2020-07-17,"1,988.70","1,991.10","1,974.70","1,990.10"
2020-07-16,"1,969.10","1,987.70","1,966.40","1,984.20"
2020-07-15,"1,960.30","1,985.00","1,948.80","1,975.70"
2020-07-14,"1,931.00","1,938.50","1,916.80","1,937.50"
2020-07-13,"1,949.50","1,953.20","1,922.40","1,949.80"
2020-07-10,"1,896.00","1,927.30","1,891.10","1,925.30"
2020-07-09,"1,948.80","1,949.80","1,899.70","1,901.10"
2020-07-08,"1,938.50","1,958.80","1,933.20","1,939.50"
2020-07-07,"1,941.50","1,955.70","1,933.90","1,949.80"
2020-07-06,"1,959.50","1,970.50","1,941.50","1,952.70"
2020-07-03,"1,944.20","1,944.40","1,911.60","1,919.20"
2020-07-02,"1,899.40","1,945.80","1,897.00","1,936.60"
2020-07-01,"1,892.80","1,893.50","1,850.00","1,881.30"
2020-06-30,"1,898.20","1,898.20","1,871.00","1,886.90"
2020-06-29,"1,864.40","1,903.30","1,860.00","1,894.00"
2020-06-26,"1,892.80","1,903.30","1,860.80","1,861.20"
2020-06-25,"1,858.80","1,880.30","1,836.50","1,872.50"
2020-06-24,"1,923.80","1,938.00","1,864.20","1,865.40"
2020-06-23,"1,907.20","1,936.30","1,902.80","1,931.90"
2020-06-22,"1,887.90","1,916.30","1,878.80","1,896.50"
2020-06-19,"1,904.50","1,915.50","1,900.10","1,905.00"
2020-06-18,"1,898.70","1,923.80","1,875.20","1,891.10"
2020-06-17,"1,914.30","1,929.80","1,892.80","1,901.60"
2020-06-16,"1,875.50","1,930.00","1,872.80","1,904.80"
2020-06-15,"1,784.50","1,851.20","1,780.00","1,841.90"
2020-06-12,"1,817.50","1,874.20","1,813.80","1,846.30"
2020-06-11,"1,879.60","1,892.80","1,837.30","1,838.80"
2020-06-10,"1,968.30","1,973.50","1,925.80","1,932.90"
2020-06-09,"1,984.00","1,985.00","1,923.80","1,948.00"
2020-06-08,"1,966.70","1,994.30","1,960.50","1,977.90"
2020-06-05,"1,948.50","1,977.70","1,942.40","1,974.20"
2020-06-04,"1,909.40","1,941.00","1,896.00","1,920.90"
2020-06-03,"1,875.40","1,922.90","1,874.50","1,921.40"
2020-06-02,"1,826.50","1,862.70","1,814.30","1,855.10"
2020-06-01,"1,804.00","1,811.30","1,782.00","1,809.90"
2020-05-29,"1,780.30","1,797.70","1,773.50","1,777.60"
2020-05-28,"1,770.80","1,800.10","1,763.40","1,792.50"
2020-05-27,"1,745.30","1,782.00","1,733.80","1,750.00"
2020-05-26,"1,738.20","1,748.80","1,729.20","1,744.60"
2020-05-25,"1,706.00","1,719.90","1,690.80","1,719.90"
2020-05-22,"1,650.20","1,699.10","1,643.10","1,691.30"
2020-05-21,"1,658.80","1,689.10","1,658.50","1,668.80"
2020-05-20,"1,662.40","1,685.20","1,628.90","1,682.00"
2020-05-19,"1,719.20","1,719.70","1,652.90","1,666.30"
2020-05-18,"1,659.50","1,705.70","1,656.80","1,700.10"
2020-05-15,"1,656.80","1,660.50","1,628.20","1,634.50"
2020-05-14,"1,654.60","1,666.30","1,604.70","1,635.50"
2020-05-13,"1,688.30","1,691.00","1,666.60","1,668.30"
2020-05-12,"1,691.30","1,708.70","1,690.30","1,704.00"
2020-05-11,"1,706.90","1,716.20","1,679.30","1,687.10"
2020-05-08,"1,689.80","1,695.00","1,674.40","1,691.80"
2020-05-07,"1,672.70","1,684.90","1,658.30","1,673.70"
2020-05-06,"1,683.70","1,698.40","1,662.70","1,665.10"
2020-05-05,"1,677.80","1,689.80","1,657.50","1,687.40"
2020-05-04,"1,660.70","1,684.00","1,652.90","1,654.80"
2020-04-30,"1,770.50","1,778.80","1,711.80","1,718.20"
2020-04-29,"1,713.80","1,757.10","1,713.80","1,755.30"
2020-04-28,"1,693.20","1,744.60","1,693.20","1,720.20"
2020-04-27,"1,680.00","1,691.80","1,667.10","1,689.30"
2020-04-24,"1,621.10","1,667.80","1,620.80","1,637.00"
2020-04-23,"1,648.00","1,668.00","1,632.10","1,654.60"
2020-04-22,"1,622.30","1,635.30","1,615.50","1,632.30"
2020-04-21,"1,642.90","1,649.70","1,599.80","1,600.50"
2020-04-20,"1,666.60","1,671.20","1,634.30","1,662.40"
2020-04-17,"1,672.20","1,685.90","1,651.90","1,661.00"
2020-04-16,"1,660.00","1,669.30","1,625.20","1,631.60"
2020-04-15,"1,696.70","1,708.40","1,626.20","1,626.20"
2020-04-14,"1,732.80","1,735.80","1,705.00","1,711.10"
2020-04-09,"1,727.20","1,729.00","1,689.60","1,717.20"
2020-04-08,"1,678.10","1,697.20","1,673.20","1,691.00"
2020-04-07,"1,717.50","1,742.70","1,672.20","1,695.20"
2020-04-06,"1,641.20","1,669.30","1,637.00","1,657.00"
2020-04-03,"1,621.80","1,628.70","1,596.40","1,596.40"
2020-04-02,"1,619.70","1,639.50","1,590.80","1,634.00"
2020-04-01,"1,612.80","1,632.10","1,597.90","1,603.00"
2020-03-31,"1,660.50","1,676.10","1,614.80","1,659.00"
2020-03-30,"1,626.00","1,640.90","1,570.00","1,635.50"
2020-03-27,"1,639.50","1,661.00","1,600.30","1,614.80"
2020-03-26,"1,625.20","1,675.20","1,617.00","1,670.00"
2020-03-25,"1,660.70","1,712.30","1,589.10","1,664.40"
2020-03-24,"1,565.10","1,629.40","1,556.30","1,628.50"
2020-03-23,"1,447.50","1,528.00","1,428.70","1,493.20"
2020-03-20,"1,512.80","1,552.20","1,488.50","1,509.10"
2020-03-19,"1,514.50","1,531.10","1,436.70","1,493.70"
2020-03-18,"1,446.50","1,497.80","1,428.40","1,460.00"
2020-03-17,"1,504.70","1,515.50","1,413.80","1,472.00"
2020-03-16,"1,433.80","1,500.00","1,359.00","1,428.90"
2020-03-13,"1,542.80","1,731.20","1,493.70","1,559.00"
2020-03-12,"1,648.20","1,677.80","1,460.90","1,461.20"
2020-03-11,"1,783.80","1,799.60","1,726.80","1,752.90"
2020-03-10,"1,813.50","1,874.50","1,732.60","1,749.70"
2020-03-09,"1,859.00","1,869.80","1,792.80","1,809.40"
2020-03-06,"2,049.80","2,067.70","2,016.30","2,035.60"
2020-03-05,"2,152.80","2,152.80","2,088.70","2,107.80"
2020-03-04,"2,120.00","2,171.10","2,102.40","2,144.90"
2020-03-03,"2,161.60","2,183.60","2,114.60","2,128.50"
2020-03-02,"2,176.50","2,185.80","2,064.90","2,117.50"
2020-02-28,"2,157.20","2,184.10","2,121.70","2,151.20"
2020-02-27,"2,245.20","2,256.20","2,197.20","2,231.00"
2020-02-26,"2,246.70","2,307.30","2,213.90","2,288.20"
2020-02-25,"2,304.80","2,309.80","2,254.00","2,257.90"
2020-02-24,"2,327.60","2,329.80","2,273.60","2,291.20"
2020-02-21,"2,439.30","2,457.40","2,411.50","2,422.20"
2020-02-20,"2,482.90","2,485.30","2,451.10","2,452.60"
2020-02-19,"2,477.00","2,493.70","2,471.20","2,491.70"
2020-02-18,"2,451.10","2,482.40","2,451.10","2,466.20"
2020-02-17,"2,439.30","2,455.50","2,434.70","2,455.50"
2020-02-14,"2,438.40","2,442.30","2,427.40","2,430.60"
2020-02-13,"2,422.70","2,435.40","2,403.40","2,435.40"
2020-02-12,"2,420.00","2,434.40","2,417.80","2,431.50"
2020-02-11,"2,409.50","2,420.80","2,398.80","2,412.90"
2020-02-10,"2,387.30","2,403.70","2,384.10","2,396.60"
2020-02-07,"2,386.50","2,397.30","2,382.10","2,391.90"
2020-02-06,"2,389.50","2,395.80","2,379.20","2,395.30"
2020-02-05,"2,323.90","2,372.80","2,320.50","2,369.40"
2020-02-04,"2,305.80","2,336.20","2,301.40","2,331.20"
2020-02-03,"2,279.40","2,293.10","2,269.20","2,291.70"
2020-01-31,"2,331.20","2,332.20","2,267.70","2,271.10"
2020-01-30,"2,332.20","2,344.00","2,314.60","2,324.40"
2020-01-29,"2,349.80","2,365.80","2,343.00","2,362.60"
2020-01-28,"2,303.90","2,350.30","2,289.20","2,348.90"
2020-01-27,"2,320.50","2,343.50","2,284.80","2,289.70"
2020-01-24,"2,335.20","2,354.80","2,335.20","2,342.00"
2020-01-23,"2,319.30","2,336.70","2,307.30","2,316.80"
2020-01-22,"2,333.20","2,336.70","2,313.70","2,316.30"
2020-01-21,"2,328.80","2,332.70","2,310.70","2,330.30"
2020-01-20,"2,349.30","2,354.20","2,344.00","2,345.40"
2020-01-17,"2,341.50","2,354.80","2,338.60","2,350.80"
2020-01-16,"2,323.90","2,334.20","2,313.70","2,327.30"
2020-01-15,"2,329.30","2,331.20","2,309.80","2,314.60"
2020-01-14,"2,330.30","2,332.70","2,308.80","2,329.80"
2020-01-13,"2,340.80","2,342.00","2,320.00","2,326.80"
2020-01-10,"2,345.20","2,351.80","2,334.70","2,340.60"
2020-01-09,"2,338.60","2,345.90","2,334.70","2,340.30"
2020-01-08,"2,292.40","2,327.30","2,286.30","2,321.20"
2020-01-07,"2,308.00","2,317.10","2,301.40","2,310.00"
2020-01-06,"2,298.80","2,299.00","2,265.20","2,296.30"
2020-01-03,"2,309.80","2,313.70","2,289.70","2,309.20"
2020-01-02,"2,298.00","2,324.90","2,295.80","2,320.00"
